,Wikipedia_features,wikipedia_featurs_No,twitter_features,twitter_featurs_No,kaggle_features,kaggle_featurs_No,youtube_features,youtube_featurs_No
4186,including the,39.702429838376716,amp the,2.643818583939498,talk shit,2.061019899545669,know he,2.148102507968796
4187,now the,39.699448375117186,proof http,2.6437514359750915,senator,2.0606507999360573,kpop,2.147914026975042
4188,for those,39.6957069917002,not enough,2.643640171245841,sensitive,2.0596281459038,kevin,2.1478679186515337
4189,build,39.69413581375129,lemon curd,2.643307816401937,be better,2.0595743137641103,is true,2.1478614673536405
4190,me how,39.683543831231546,shehzilk watan71969,2.6432698367917817,goes to,2.059469523439113,puts,2.1476290862510563
4191,place for,39.68293623318802,people don,2.6425321939694384,for while,2.0591750734248047,channel and,2.1476118024253057
4192,feature,39.6816145103404,leaders,2.642522512452502,extremely,2.058410460527184,laws,2.147456678096847
4193,forced,39.67792537618917,couple of,2.6424029307793906,as bad,2.0580779058629157,hes not,2.1472830104710066
4194,last time,39.67764593027324,clean,2.6423193324307817,role,2.0577644921263483,hav,2.1472052129512416
4195,people of,39.6767861758105,but can,2.641771780990466,paul is,2.057654412542032,cm,2.1471862316847994
4196,impression,39.6543447172377,aid,2.6416925306447405,juvenile,2.057200457883753,yeah that,2.146886412149217
4197,greatest,39.6380965632615,kidding me,2.6415224932813843,income,2.057142174769769,give you,2.146040086103134
4198,nonsense to,39.637673447903694,terrorist groups,2.6414816913886163,pakistan,2.0568139411754656,not your,2.1460263036426777
4199,smart,39.61814035244476,mkr mkr,2.64100583905322,the american,2.056665075964684,to understand,2.1456500134254424
4200,turkey,39.60319347673367,cases,2.6407017020826844,doesn have,2.056603399460959,nature,2.1448296369672737
4201,what have,39.571393338309996,but ve,2.6400714433664643,senate,2.056547754040618,they didn,2.144728610353737
4202,advance,39.56950150846414,years before,2.6380996606079687,idiot if,2.0559325093098804,of how,2.1445889659058666
4203,went to,39.56914420832207,thought that,2.636581201181962,sale,2.055914662405093,omg im,2.143875779511182
4204,doing it,39.559530492496464,not what,2.6363898079046733,fact you,2.0557824178987656,clips,2.14268404795355
4205,or more,39.55162989473737,critique,2.6361885946355312,and simple,2.055719384181343,this my,2.1423265115842494
4206,fascist,39.5433962481395,appreciate,2.6347557881326726,powers,2.055591655710212,as they,2.1421266816755344
4207,the help,39.52629588004621,islamofascists,2.6342277454612733,nerd,2.0553504403312592,that right,2.1410563178035398
4208,ignoring,39.524762674312136,zaenbassem,2.6338626365557705,rangers,2.055257743100633,as an,2.140777717651171
4209,committee,39.509490216145636,zaenbassem http,2.6338626365557705,are typical,2.0551269557306244,mee,2.1405153453761177
4210,applies,39.50855557252948,stfu,2.633222825017834,it really,2.0548739269322,the red,2.1401042148057066
4211,ha ha,39.50647531962375,mmmmm,2.633218358749125,well done,2.054794648850644,sandwich,2.139924730794349
4212,is completely,39.503666798615185,doesn really,2.631437791061849,threw,2.054767814996674,the comment,2.139907616083573
4213,at any,39.4964779138395,grow,2.630399835256408,hate the,2.0545272269869987,crew,2.1395997737024337
4214,industry,39.4865123841125,shock,2.6300982941711024,devils,2.054483327313715,speech,2.139504321356108
4215,incidents,39.46755523531692,call out,2.6300479895280438,nsorry,2.053893414825698,not true,2.139353418853554
4216,wikipedia if,39.46476469829837,umar,2.6290218069315032,editor,2.0533865427499367,the two,2.13874572495454
4217,systems,39.45626138569377,salty,2.6285719148084903,your ugly,2.0533050421271644,down and,2.1384835065100902
4218,credit,39.44905900648778,attempt,2.6280133053428125,are true,2.053175524601867,slut,2.138303544241498
4219,island,39.444652080587275,the picture,2.6279962973117077,so he,2.052970411407153,re really,2.1381431417457124
4220,pick,39.44352178271461,onelegsandpiper,2.6277816285154163,say your,2.0528506588995357,screw,2.138091955201125
4221,terrorism,39.44277597078278,dblblackds,2.6277816285154163,errors,2.0520427982082423,lookin,2.1379328966091107
4222,pdf,39.439266307660034,onelegsandpiper dblblackds,2.6277816285154163,the difference,2.051693629827596,are fucking,2.137559975630216
4223,on wp,39.41498604192628,your point,2.6277668805859005,waht,2.0513848243642316,sorry to,2.1374720468500934
4224,know this,39.411209552129456,one way,2.6275964793796343,little man,2.0508510355412453,god damn,2.1366301185248053
4225,natural,39.39879999760943,bye bye,2.6269285583409907,van,2.050620883475049,and play,2.136466998611197
4226,wikipedia has,39.39184855692788,of daesh,2.626714686516064,solution,2.049653369247374,loss,2.1363880608833417
4227,largest,39.367915884491524,who the,2.6261008237152432,hardly,2.04866997155172,every day,2.1361333018000357
4228,eastern,39.35653750484724,teddyboylocsin,2.6260918414663497,cousin,2.048280775736238,get on,2.136089247224795
4229,learning,39.338337450584326,there no,2.6256878979912157,isn it,2.0480632571417314,wars,2.135738716309348
4230,resolved,39.32514012401398,it comes,2.62455047046153,waiting to,2.047558381162305,me when,2.1352222448027973
4231,message on,39.3215902619697,if that,2.6243277756446366,photos,2.047027859794968,first song,2.1350302654831137
4232,directed,39.31893623530293,mattstratton,2.6241394682454007,you calling,2.0469582784918265,rage,2.1336020471806743
4233,passed,39.314746813810146,pics,2.623676471346389,and an,2.0459186081073217,cd,2.13356153258008
4234,heading,39.28423289585004,for us,2.6229609286688573,moi,2.0448414742687357,wanting,2.1331973071164096
4235,call it,39.272767999841506,if anyone,2.622545332699355,time for,2.0439792358468516,she will,2.1331457953221253
4236,engine,39.26351966496775,rudoren,2.6210098203743186,discussion,2.043110748085335,the money,2.132205934171272
4237,engage,39.24581697812491,privilege,2.61959953799104,bad as,2.042772175169502,replace,2.132033630334685
4238,girls,39.244580358000114,monitor,2.6188143397519226,make any,2.04266459290409,ive been,2.1319195073684694
4239,24 hours,39.23033902055232,out that,2.6180804473299704,all be,2.042641781244076,can we,2.1319117126041447
4240,disruptive editing,39.2282930761809,btw,2.617952583622672,so proud,2.0424737292944832,to ask,2.130876519629865
4241,of him,39.227087603042705,spam,2.61724210543284,your way,2.042175282571235,laugh at,2.130820441813016
4242,include the,39.22624821341065,hollapalooka,2.617218812065926,terror,2.0412206869614007,bottle,2.130767703964387
4243,discussion at,39.20899318302289,jews of,2.6168499055266516,no it,2.0411369733271667,recording,2.1304379468340424
4244,as that,39.208961905813695,calm,2.6162476413619618,nwho,2.0399304221152863,if someone,2.13024034641578
4245,regards to,39.197313411649176,things are,2.615890823117478,them the,2.0398966336107622,inspired,2.129892625686733
4246,leader,39.197208803938295,it you,2.615827165021031,minded,2.0390257493032653,me smile,2.1291150818889597
4247,represent,39.17137834059682,final,2.615031313211252,interview,2.03899021275032,studio,2.1280569919679766
4248,access to,39.168777028043664,make this,2.615015139060046,xc2 xa0i,2.0387849112700867,moms,2.1280534591903058
4249,please leave,39.15115792223942,patriarchy,2.6140981519757918,caused,2.0384878391241537,people can,2.127812277348703
4250,to play,39.15034831509012,rt ezidipress,2.613584145572565,fuck what,2.038079391214917,love love,2.1274712551107453
4251,the speedy,39.144691669492175,cheap,2.6133361183781423,best team,2.0380390559817725,my parents,2.12727579752
4252,or just,39.1418969036904,discordiankitty,2.613183101700214,faced,2.0375849719699937,you doing,2.1271459401897457
4253,other tests,39.133173468295226,jews are,2.6114724115238777,xbf,2.0373640459850777,outfit,2.127018635784595
4254,for them,39.13152982217362,feardept the,2.611050750186412,jordan,2.0363259718395974,you may,2.1268529102953737
4255,france,39.13124729287932,everything is,2.6102748533504303,do and,2.036244714992941,good love,2.1267126735325887
4256,steve,39.130988543624575,finger,2.6100434696981143,chill,2.033834508406493,try and,2.125417510437241
4257,to prevent,39.12699849680373,ummahwitness,2.609781731861817,surgery,2.033216091970945,3333,2.125359003250111
4258,my work,39.12588135961429,jukes303,2.6097106632135145,them in,2.0332117534672967,and say,2.124782547612572
4259,one more,39.10668126815733,of khybar,2.609699199047352,ahead of,2.0332005088598057,truck,2.124706431862996
4260,the website,39.101049747096184,sorry but,2.6078343756666844,xa0in,2.033139705375063,and shit,2.1225931128524005
4261,registered,39.093643125633186,raniakhalek maxblumenthal,2.607519471034551,love this,2.0329986829395263,when we,2.1221898313759198
4262,linking,39.083996797947954,carry,2.6068584343563037,but don,2.03273477874058,it took,2.1221207893132883
4263,was on,39.08208458463015,with his,2.606197579224295,realy,2.0326010559330148,and try,2.1212074619245334
4264,chart,39.06645135695037,paraketa,2.6060001788021245,will probably,2.032032207647461,kno,2.1212047724742846
4265,companies,39.05846580766645,ends,2.60585264737599,make your,2.031780784974261,holy fuck,2.120912764535208
4266,average,39.042211995782424,islam isis,2.6055754940184377,ufeff,2.031776476036496,kelly,2.1207137882509244
4267,bottom of,39.04184864845504,and pete,2.605351725127848,sucked,2.0315990355310136,you give,2.119552330550201
4268,comparison,39.02580625790093,the tv,2.6050872107025693,fuck her,2.031194137818923,he wants,2.1192945686660343
4269,you understand,39.02281510189339,stopwadhwa2015 http,2.6041838207105523,charged,2.0310900280601087,bank,2.11877344150596
4270,see my,39.022483754613326,yeap,2.6041398587668243,are having,2.030188439016547,became,2.118754233227605
4271,existed,39.02132431051353,islam not,2.603216943323873,held,2.0296735241051866,proof,2.1186892137047053
4272,sufficient,39.0162260310935,blocking,2.602680685512889,xa0 this,2.029203252819836,the usa,2.116561509446095
4273,for experimenting,39.001991194870634,religions,2.6020062817345666,in order,2.028874757689948,its funny,2.11600933675717
4274,stories,38.98603906941271,join_oapi,2.6016093284936344,using your,2.027520213385112,girl and,2.1156954171058793
4275,to those,38.96350386416694,for an,2.6003766598524303,arab,2.0263828256701117,eres,2.115389523302877
4276,promotion,38.96314098836292,in many,2.600308930735895,spain,2.0260374973970605,is dead,2.114536145325766
4277,responding,38.958494154854456,countryside,2.600166328176817,day you,2.0247818240359825,such great,2.1141817499097404
4278,that someone,38.95398866416589,one that,2.5996681295859148,double,2.024781482244824,actor,2.1133006388221838
4279,responsible,38.925378235567095,and why,2.599638755747532,ghetto,2.02397949424164,prefer,2.1132603630066105
4280,down to,38.9245620082379,tawheednetwork_,2.5995173258821977,button,2.0238164351890693,turns,2.112640758853359
4281,damage,38.91268727597024,guilty,2.5993687214944794,potential,2.02178412630586,jumped,2.1124128877348887
4282,the vandalism,38.90018748052253,it wouldn,2.598629814631244,scared,2.021310039542389,im pretty,2.1119958718484115
4283,wikipedia for,38.883330874231746,and for,2.598437352320383,take that,2.0213015169519672,pour,2.1108386485386905
4284,edition,38.87011253094985,beheaded 600,2.598258052586719,humanity,2.0197847165926333,watched the,2.110634984726037
4285,shortly,38.864452867915354,easier,2.5970534719210976,helping,2.0192563112895514,or does,2.1102238309830192
4286,either way,38.852916413880614,muslims to,2.596893783248569,25,2.0187889984721843,fish,2.1100517138467105
4287,bloody,38.85214312321331,and annie,2.5955075962994774,has never,2.018760240950919,selena gomez,2.109946616475151
4288,carefully,38.8481151932865,isis has,2.594894368598801,xa0this,2.0180897974783685,without the,2.109568632459282
4289,pointed out,38.84568646009445,than kat,2.5946283512807047,damn good,2.017986981911132,song to,2.1090246118330342
4290,paragraphs,38.8434012889981,planet,2.5944231886977964,sooner,2.0177981406868453,as in,2.1088780772481868
4291,see no,38.82712167791462,muslims were,2.594375357730477,is there,2.0174201135528254,follow me,2.108804072665293
4292,image is,38.81115472645683,march,2.593785504987141,families,2.017340156435377,is because,2.1083304454937237
4293,consistent,38.80281307341083,that way,2.59359461857478,have right,2.015900060325727,for one,2.1077385545795946
4294,pointless,38.786852017409245,people choice,2.5934071347051515,honor,2.0156600410423477,suppose,2.1076668530899365
4295,refs,38.78014711339121,apple pie,2.5919979285337127,the year,2.014853332269019,give fuck,2.107402082068265
4296,planet,38.770254637652066,ideaology,2.5913725289000684,like me,2.014827026905037,by far,2.1073384109578153
4297,sockpuppets,38.769434005126655,recall,2.5908749462313523,seemed,2.0146619865145667,sugar,2.107307388727142
4298,know where,38.75562674387885,nite_moogle,2.5905931060269545,right on,2.0146233269295784,shouldnt,2.106730182908795
4299,is something,38.750762857138426,six,2.5893283478038063,president obama,2.0142788860335834,he ll,2.1051560077939326
4300,evolution,38.744146410490096,oops,2.588995152143892,within,2.014161214374255,hate this,2.1047466240956
4301,the phrase,38.72055608192953,writer,2.5888803490338903,leaves,2.013943294667501,play the,2.104640544497792
4302,means that,38.71218392510562,make you,2.588674564549052,them all,2.0138508510246145,miley,2.1044652090653466
4303,which have,38.698155049636775,not being,2.5881988908887346,getting your,2.013546318635351,been on,2.1044606005520357
4304,not understand,38.69503566450933,fashion,2.5880942182290334,which one,2.0135415770192715,and dont,2.1041927592138565
4305,as one,38.68941968734236,in australia,2.587808781918641,dl,2.01220060521202,lol my,2.103282681758882
4306,showed,38.67664432957358,org,2.5877730531171386,talk like,2.0118797267027317,soy,2.1028352177134644
4307,there has,38.66950490076011,did he,2.5874745891987168,und,2.0118445940378265,billion,2.1027104703800106
4308,wikipedia policies,38.66708831284938,every single,2.58737884225222,is over,2.0110770143997083,modern,2.10238498757857
4309,believe this,38.66131318666444,warriorsialkot,2.587067266100165,blaming,2.0109255019378356,me feel,2.102380421751183
4310,wikipedia the,38.64391039445785,as to,2.5867591643701613,the modern,2.010589852009512,braces,2.102148738471548
4311,screen,38.63595120253503,rubbish,2.5864427430794183,forget to,2.0100526521883486,learn to,2.1020710573591916
4312,are interested,38.622903549894545,follow the,2.5862070456621247,good job,2.00995849669416,the full,2.1010915408867703
4313,can make,38.599597443499896,journalist,2.5855243025884262,virginia,2.0098182367617383,mum,2.1010300514785247
4314,it comes,38.5947168315414,nedgilmore,2.5843527763432435,ve never,2.009766906716385,lines,2.100808152796856
4315,your test,38.58684323725733,guarantee,2.5836684329109514,but we,2.009666887322206,do to,2.100653612100555
4316,sure if,38.58264947813987,sucked,2.583372677396348,is she,2.00895586373444,shit like,2.099825890797002
4317,locked,38.56904178971422,in what,2.582386343081355,monkeys,2.0084184215250778,song like,2.09979943799149
4318,is much,38.566932017623614,ending,2.58229983728555,black and,2.008191904183213,probably the,2.099727663958721
4319,asian,38.557723107385506,wake up,2.579610925962566,of me,2.007511684668561,walked,2.0977189381636663
4320,documented,38.55495351109408,god is,2.578845386466613,is xa0,2.00632186150049,abuse,2.097435437393301
4321,hundreds,38.531100963044665,greek,2.5781227137474083,decided,2.0051552820558767,one was,2.09616005756174
4322,no mention,38.52958226579918,apply,2.577195043675552,be good,2.005143125681353,so dont,2.0959815147200977
4323,have read,38.528058063846025,elephants,2.577001790312106,this has,2.0038827899370117,its called,2.0954546471363136
4324,ought to,38.52674853574093,know if,2.576841547678164,gay people,2.0030707754859742,eggs,2.095317150038997
4325,your problem,38.524041351280204,jod0507,2.5764482516712004,even have,2.0027910182183577,forward to,2.095034355029222
4326,parts of,38.523770213165314,writes,2.5760841543443385,ape,2.0025439573339976,way she,2.0949430968916105
4327,guy is,38.51279706125274,were no,2.5748871609715267,feel sorry,2.0024440423277228,he still,2.0947272937103905
4328,recall,38.508202564424636,faces,2.574529174378644,all they,2.0019621598152475,where can,2.0941474946358944
4329,no you,38.49290987138535,version of,2.5744381534284715,literally,2.001649959153485,would ve,2.0938056794162656
4330,ed,38.47340931898032,her mkr,2.574424288056852,regime,2.00133717270828,even more,2.092497238188347
4331,on and,38.46526072046253,cdnkhadija johnnygjokaj,2.573007536221639,resources,2.001312037010889,understand why,2.091807010024789
4332,he should,38.45281494065356,mt,2.572627288199488,be happy,2.0012713243887994,you too,2.091703950008525
4333,unit,38.42871503283471,their women,2.5724216964319293,contract,2.0009300791159785,justice,2.09169960600945
4334,one has,38.42588720957539,maxblumenthal islamophobia,2.5717955363696,this time,2.0007533869264997,nur,2.0908625430700107
4335,knowing,38.41893278082877,to protect,2.5709977701454534,org,2.0002750045786395,called the,2.090158846512825
4336,happen to,38.41852834400557,ghazi,2.5709284134270547,women and,1.999890989873292,notice that,2.0899910074538357
4337,demand,38.39337359251071,credibility,2.5706715324111764,through the,1.9997335993326784,homo,2.089541409787027
4338,linked to,38.39100347116293,elections,2.5706558913076782,for some,1.9996055162212305,reviews,2.0893441221846487
4339,assertion,38.387812755596094,of not,2.5706121637253303,him so,1.9988535532204648,something to,2.0892867543589597
4340,conservative,38.35873278913528,modern,2.5702328797177194,feeding,1.9987772981217744,that when,2.0892214722675417
4341,article so,38.356729759380606,added,2.5702010723453075,ford,1.9984778462356494,poop,2.088961093673415
4342,page should,38.35525749506912,returns,2.5699372461267407,laptop,1.9980910206847828,at her,2.088746970418672
4343,christ,38.35504689600285,freebsdgirl it,2.569728665488748,your pathetic,1.997678011840481,bn,2.088693622371141
4344,anon,38.348920511324714,glinner,2.5693594473026558,your ignorant,1.997508540376544,mask,2.0886652977428164
4345,the editors,38.33240391016995,heavy,2.5673870181099225,weak ass,1.9973577315709952,part is,2.088458591453863
4346,used the,38.32885156846623,thru,2.567251659899677,closed,1.996272456589412,yes yes,2.0876532639713923
4347,here it,38.30620211396917,virtually,2.566947819825224,blow it,1.9958148726750735,comments are,2.087297954907386
4348,search for,38.30258722490001,come back,2.565060878961564,showed,1.9944960619263656,thts,2.0872140622090685
4349,buy,38.29892812645589,had no,2.5646895067337447,hahahahahaha,1.9943137717289918,from you,2.085573823344017
4350,similar to,38.292750148324636,about harassment,2.563883402415856,saying you,1.994003852263288,mail,2.084969001854621
4351,but then,38.289978171971136,domestic,2.5637551701425267,shum,1.993870542765761,funny love,2.084059820378796
4352,douche,38.28846158574665,are my,2.5626834032754187,u0161,1.9933731347883932,said you,2.0835918296819265
4353,prior to,38.28042568235107,judging,2.5623232145516903,kiss,1.9930839627778627,or maybe,2.0832669929563865
4354,block is,38.280037828415296,mkr there,2.5616376109226464,presidential,1.993009402053857,calm down,2.083123750783931
4355,was going,38.26060295704198,camilla are,2.5613290474884223,with one,1.9929590848700507,minzy,2.0829875681379413
4356,christians,38.255042362332894,prevent,2.5609007314470715,are out,1.9928356721921512,dose,2.082909518424945
4357,making the,38.225447810337634,standing,2.559944809120261,cretin,1.992830995538744,put in,2.082868982239675
4358,christmas,38.21884066558293,pay for,2.5586531839680218,jacket,1.9926358433570803,behind the,2.0819857184724704
4359,can use,38.21775091028679,understand how,2.558535396548768,to spend,1.9920826660503976,and only,2.0816470825689226
4360,reverted or,38.19779801913172,the taliban,2.5582838222894733,ll never,1.9920064049400157,kill it,2.080907706953723
4361,lived,38.196238940013636,p_valerianus,2.5575119423978787,you dirty,1.9917661817431005,recorded,2.0805164850322626
4362,likely to,38.18083529016775,jihatweanbarwea,2.5569917423128232,one thing,1.9917643421251527,the album,2.080495768914092
4363,mos,38.17330599288751,to ask,2.5569596553446474,do we,1.991418474984416,made the,2.0804872270612784
4364,to one,38.167053974155394,extra,2.556832787694687,xa0lol,1.9907234070376512,ice cream,2.080109040623929
4365,section and,38.16607433493552,slaughtered,2.5566666284561004,idiocy,1.990330557873236,go girl,2.0800598436335447
4366,holocaust,38.16346889353097,on people,2.5561635459106333,yet another,1.9900360773620756,error,2.079922618917416
4367,nerd,38.161477102164056,if only,2.5544675329892383,insult,1.9893798393326017,is always,2.079895882286863
4368,the policy,38.1601047977015,greenlinerzjm you,2.5543696315830093,heck,1.9889202466642213,site,2.079510231802636
4369,time for,38.150617663778206,and women,2.553762293890946,lay,1.9880385979195103,was thinking,2.079190265086517
4370,meets,38.148161054306506,guys are,2.5535575201519953,can not,1.9877438056708,hotmail,2.079072916233939
4371,in response,38.13880454938046,then they,2.5529726303955527,mad at,1.987524369056479,brian,2.0788541318100826
4372,morning,38.1198577345391,typical,2.552881876477209,the road,1.9867017803628235,song from,2.078329419938582
4373,so there,38.11602982212564,miles,2.5522969258771417,named,1.985538965418696,we did,2.0779721644316997
4374,off my,38.110687863216015,suicide,2.551541525360224,it won,1.98540781446632,always be,2.077791984258231
4375,the the,38.10208946356708,hmm,2.5506822687191337,called the,1.9852946359159709,guy on,2.077771278969025
4376,test worked,38.10206454166092,ads,2.5503557330052384,born in,1.985063880202188,call the,2.077764116757796
4377,your personal,38.09220958527109,tv mkr,2.549023983171474,there will,1.984421134904184,bei,2.0753092099113872
4378,edit summaries,38.075144037854606,islam in,2.548792713246077,holding,1.9840723301085859,decent,2.075235996670882
4379,too many,38.075007152880545,process,2.548179239100517,gordon,1.983400307217232,for people,2.0750164192688856
4380,problems with,38.07290974175095,expected,2.548028522750106,the bill,1.9831801512374103,it again,2.074242675258697
4381,hello and,38.069882041153285,libraries,2.5480128992774302,mail,1.982674760461676,70,2.0738391387681405
4382,to describe,38.06883790535997,can only,2.5473347060289684,ashamed,1.9823662713991013,goddamn,2.073097925770134
4383,physical,38.06713760886327,chefs,2.5472040247643517,in public,1.9819986146775392,compared to,2.07303969477002
4384,fear,38.05898326674888,white people,2.5468099572637795,jeff,1.9817520013330427,cell,2.072586870059591
4385,insults,38.05452499176796,are eliminated,2.5464297723608267,fuck outta,1.981489829406854,that game,2.0722361884362543
4386,option,38.05383709672228,supposedly,2.546008918131588,xa0my,1.981351361208463,nervous,2.072198258820366
4387,deleted it,38.04653232016436,blacklivesmatter,2.5458728029784,being the,1.981317128777206,the wall,2.071747752205717
4388,spamming,38.040977726899825,off and,2.5446571605989545,motherfuckers,1.981228472293572,proper,2.071699448452004
4389,issue with,38.0306587384486,maddr11 maxblumenthal,2.5421317637530194,dropped,1.980567039477528,post this,2.0713525519854463
4390,alot,38.02985364318429,repeating,2.541607763332192,abusing,1.9798154267331298,about how,2.0705564072068037
4391,aware that,38.029695436833755,it here,2.5410623871108884,travel,1.9797958251916012,beat the,2.0702617373254197
4392,it this,38.028962422673644,makes it,2.5410549456448077,one and,1.9795003225008576,one on,2.070022970598954
4393,slightly,38.02596956738767,thing as,2.5406068287586345,over and,1.9788577768020632,for real,2.0697064608764264
4394,didn know,38.021612243092854,charity,2.540478489713857,will take,1.9787791952614917,tips,2.069566916567465
4395,realize that,38.00235210370764,because their,2.5400648616223847,he just,1.9786677940903024,this when,2.069381655852339
4396,re going,37.984644347819405,sheri amp,2.5387959134467835,is really,1.978667783487313,rule,2.0693352992211502
4397,the movie,37.983440941713006,that no,2.538460021468161,finding,1.9785207763574757,is also,2.0690845938931712
4398,butt,37.982569613051,this point,2.5378919124945183,to even,1.978209520429514,community,2.06904468176356
4399,was added,37.977624035181215,next to,2.5378054254565026,criminals,1.9779289317537136,dancer,2.068807423480376
4400,make me,37.97681601370884,them as,2.5376609582264367,the stupid,1.9776126079977605,sentence,2.068744606932009
4401,more like,37.97179591781842,mkr really,2.5367065349579456,colors,1.977080751768353,cos,2.068735033775884
4402,you fuck,37.968844888363755,theory,2.535196495889696,pile,1.976912313074114,members,2.067199986216517
4403,close to,37.96582724284246,me too,2.5331960497666905,letters,1.9767058361689869,that but,2.06686697710816
4404,scum,37.945215023610466,nytimes,2.5331089203913404,majority of,1.9762196904120304,let you,2.066735267186477
4405,im not,37.9336278308328,that why,2.532886259286041,lock,1.9760987763074311,the guitar,2.066618335084077
4406,happy editing,37.932136618108345,get this,2.5323313881545446,excuses,1.975675775921521,make an,2.066581955680846
4407,2003,37.927549402654826,me if,2.532280686251929,payers,1.9750720430770383,now know,2.066425918441322
4408,accuracy,37.92667925554697,historical,2.531701422755895,tax payers,1.9750720430770383,thought you,2.0660928960163583
4409,to respond,37.92008109042187,mentioned,2.531531972550225,back on,1.9738591377188688,can not,2.0660766780275552
4410,the worst,37.916573702159745,psychbarakat,2.5309757907828887,and white,1.9737756561820023,why can,2.0653018304765616
4411,or so,37.91468668491554,complaining,2.5304962123732557,up xa0,1.9732478851935968,in fact,2.0650253574750588
4412,alleged,37.90764743779974,talked about,2.529262719750452,kitchen,1.9720034108632705,and one,2.0648757164852483
4413,this list,37.900586481265286,it only,2.528222903953873,the news,1.9707753768712275,so is,2.0646219366832863
4414,albums,37.893430964149715,lovely,2.527824840846886,idiotic comment,1.9703682032616159,banana,2.0641643524337905
4415,federal,37.88499857807649,gamerfortruth,2.5277352968618576,the state,1.970082338322576,and who,2.062769401614621
4416,anyways,37.88420513698443,josephisvegan,2.527167017701017,content,1.9698196570306203,300,2.061994079546362
4417,equal,37.88176906658181,josephisvegan sumbelinaz,2.527167017701017,porque,1.969514136689944,not know,2.0614959944368576
4418,you put,37.865684295802524,would never,2.5269217642670534,have more,1.9687470022491265,this isnt,2.0612293842359044
4419,older,37.83527556981309,is kat,2.5266373265463655,you watch,1.9679571689717537,defend,2.0611900492531885
4420,horse,37.81171695682715,evening,2.5255280823164754,awful,1.9674340896159876,clicked,2.0611372902476623
4421,my first,37.806502507081206,guessing,2.524861768475425,when are,1.9670661347043168,do get,2.0610468048167183
4422,think he,37.80320043981629,comes from,2.524369766357275,coke,1.9667832978581623,video but,2.0601999091856182
4423,kinda,37.801430718237775,silvermillsy,2.5236574462731056,economic,1.966760578738852,acting like,2.060186570522526
4424,article please,37.793505815807116,til,2.5235610568333184,rick,1.9665694043697344,above,2.0592027906120034
4425,me again,37.790487830538794,but there,2.5233366099498657,attend,1.9656592211301676,such as,2.058384791597675
4426,easy to,37.77244933210743,because islam,2.5231912223756976,basis,1.9656289184413112,poo,2.057448428813177
4427,issue of,37.76358896563004,changing,2.5231704827292147,said you,1.9649373726070152,the power,2.057262390583253
4428,fault,37.761972797792225,broken,2.522363380832335,cross,1.9648741218279595,lol can,2.0571200595191828
4429,capital,37.75956477906485,track,2.5219488637705507,as that,1.9644356330063641,daniel,2.056573494789053
4430,state that,37.74108298578289,deleted,2.521804322719768,not good,1.9630535884282487,push,2.0564171726477536
4431,lead to,37.72729390737037,bully,2.521418107773428,hospital,1.9627891848552543,just don,2.0558276907183033
4432,this block,37.71567729289463,just said,2.5213298650006286,along with,1.9627766188783693,younger,2.055779957516835
4433,nations,37.70463091501178,out to,2.5208946470757514,rule,1.9613566417568575,along with,2.055533249284073
4434,information in,37.70172348110121,feardept and,2.5206164216991995,mother and,1.961241199542791,pieces,2.0548508510250425
4435,the definition,37.6950694337955,invasion,2.519962741990229,rofl,1.9612073567580457,fresh,2.0544267244064693
4436,are talking,37.68183564551885,thank god,2.519239324581487,this and,1.9599102637680264,inspiration,2.0543790082213103
4437,he can,37.67704562715075,officer,2.5190959780295565,math,1.9594742384064625,out that,2.0543782514148403
4438,chance to,37.64982493663798,cult of,2.5190152273255437,existence,1.9591953831951416,ruin,2.0540086600421854
4439,you added,37.64384965025638,moving,2.5188632162234734,to like,1.958842673647764,he never,2.053615261634241
4440,3px 3px,37.63981259093221,to defend,2.5180060492531235,handed,1.9588021687735302,go out,2.053383623164808
4441,sun,37.63799304110519,outlawed,2.5178590445007503,mods,1.9587558982423992,they say,2.0531830389767145
4442,page has,37.63638916453529,don believe,2.517556969654457,why we,1.9585206691690027,oops,2.0527712257704533
4443,animal,37.615488777584964,jail,2.5153634995548697,always been,1.9581475004275568,iz,2.052741259997301
4444,the admins,37.61033432468429,takingyouhome,2.5148723968551803,beat the,1.9580879668673992,people and,2.0522780820204547
4445,that these,37.60504970846818,don see,2.514679979550726,really that,1.957760348778529,large,2.0515729953918584
4446,was wondering,37.597107010891655,samihnewsam,2.5135966671388448,as for,1.9575444577218968,hasn,2.051100186524725
4447,bag,37.59617274651269,then mkr,2.5133243365349784,until it,1.957536445583365,now lol,2.05056589447537
4448,hair,37.58559102514532,posts,2.512886179338708,no doubt,1.957402484443162,jake,2.0504455896339007
4449,treatment,37.577731362959106,kelly,2.511660127209624,case of,1.9568676298690253,yeah you,2.050213591722036
4450,screw,37.57679728167609,israel is,2.5115354796336677,hitler,1.9565684215702568,be great,2.048997724345578
4451,not for,37.57329763712353,seconds,2.5112115816873652,no need,1.9563954564257235,anywhere,2.047776621296185
4452,that time,37.56712325833309,spot,2.510959350679491,meeting,1.9559201174529948,stopped,2.047199678023469
4453,then we,37.56203312677721,won be,2.5100842789182134,and call,1.9556528106275823,een,2.046354540091813
4454,commonly,37.560119774438576,concern,2.5095140637908324,with an,1.955572299469271,of ur,2.0458856268661267
4455,over and,37.55924200757005,money to,2.509226973590256,are disgusting,1.954207029994731,media,2.0456376385368915
